target_conductivity,repeat,generation_idx,mol_smiles,duplicate,diversity,validity,has_two_ends
0,3,43,CCN(C)C(COC(=O)[Au])CC(C)(C)O[Cu],False,novel,ok,True
0,3,43,CCCCCC(CN(C)CCO[Cu])OC(=O)[Au],False,In the original data set,ok,True
0,3,43,O=C([Au])NCC(CC(=O)NCCCF)N[Cu],False,novel,ok,True
0,3,43,CCCN(C)CCC(CO[Cu])COC(=O)[Au],False,novel,ok,True
0,3,43,CC(OC(=O)[Au])C(N(C)C(=O)CO[Cu])C(C)O,False,novel,ok,True
0,3,43,COCCNCC(CO[Cu])OC(=O)[Au],False,In the original data set,ok,True
0,3,43,CC(C)C(NC(=O)[Au])C(C)(C)C)(C)O[Cu],False,novel,"SMILES Parse Error: extra close parentheses while parsing: CC(C)C(NC(=O)[Au])C(C)(C)C)(C)O[Cu]
[16:39:46] SMILES Parse Error: Failed parsing SMILES 'CC(C)C(NC(=O)[Au])C(C)(C)C)(C)O[Cu]' for input: 'CC(C)C(NC(=O)[Au])C(C)(C)C)(C)O[Cu]'",True
0,3,43,CC(CC(C)(O[Cu])C(C)OC(=O)[Au])C(C)C,False,novel,ok,True
0,3,43,COCCC(NC(C)CO[Cu])OC(=O)[Au],False,novel,ok,True
0,3,43,CC(OC(=O)[Au])C(CN(C)C(C)C(C)CO[Cu],False,novel,SMILES Parse Error: extra open parentheses for input: 'CC(OC(=O)[Au])C(CN(C)C(C)C(C)CO[Cu]',True
0,3,43,CC(C)(C)CN(CSC(=O)[Au])CC(=O)O[Cu],False,novel,ok,True
0,3,43,CCOC(=O)CN(CC)CC(CNC(=O)[Au])O[Cu],False,novel,ok,True
0,3,43,COCC(CNCCC(C)O[Cu])OC(=O)[Au],False,novel,ok,True
0,3,43,CC(CNC(=O)[Au])NC(=O)C(CCC)N[Cu],False,novel,ok,True
0,3,43,CCC(CNC(CO[Cu])COC(=O)[Au])C(C)C,False,novel,ok,True
0,3,43,O=C(N[Cu])C(COC(=O)COC(=O)[Au],False,novel,SMILES Parse Error: extra open parentheses for input: 'O=C(N[Cu])C(COC(=O)COC(=O)[Au]',True
0,3,43,CC(CCCO[Cu])NC(=O)CCOC(=O)[Au],False,In the original data set,ok,True
0,3,43,CCN(CCCO[Cu])CC(=O)(C)COC(=O)[Au],False,novel,"Explicit valence for atom # 9 C, 5, is greater than permitted",True
0,3,43,CN(C(=O)O)CC(N[Cu])OC(=O)[Au])C(C)(C)O,False,novel,"SMILES Parse Error: extra close parentheses while parsing: CN(C(=O)O)CC(N[Cu])OC(=O)[Au])C(C)(C)O
[16:39:46] SMILES Parse Error: Failed parsing SMILES 'CN(C(=O)O)CC(N[Cu])OC(=O)[Au])C(C)(C)O' for input: 'CN(C(=O)O)CC(N[Cu])OC(=O)[Au])C(C)(C)O'",True
0,3,43,CC(C)(CCC)(CCCOC(=O)[Au])O[Cu],False,novel,"Explicit valence for atom # 1 C, 5, is greater than permitted",True
0,3,43,CC(C)CNC(=O)C(CN[Cu])OC(=O)[Au],False,novel,ok,True
0,3,43,CC(C)(C)N(C)C(=O)CC(CNC(=O)[Au])O[Cu],False,novel,ok,True
0,3,43,C=CC(OC(=O)[Au])C(=O)NCC(C)CO[Cu],False,novel,ok,True
0,3,43,CCC(CN(C)CC(CC)(C)OC(=O)[Au])O[Cu],False,novel,ok,True
0,3,43,CCCC(CNC(=O)CCO[Cu])OC(=O)[Au],False,In the original data set,ok,True
0,3,43,C=CC(O[Cu])C(=O)N(C)CC(C)OC(=O)[Au],False,In the original data set,ok,True
0,3,43,CC(CO[Cu])NCC(CC)(C)(C)COC(=O)[Au],False,novel,"Explicit valence for atom # 7 C, 5, is greater than permitted",True
0,3,43,CC(NC(=O)C(O[Cu])C(F)CCNC(=O)[Au],False,novel,SMILES Parse Error: extra open parentheses for input: 'CC(NC(=O)C(O[Cu])C(F)CCNC(=O)[Au]',True
0,3,43,O=C([Au])OCCCOCCCCO[Cu],False,novel,ok,True
0,3,43,CCN(CCCNC(=O)[Au])CC(C)(C)O[Cu],False,novel,ok,True
0,3,43,CCCN(C)CNC(=O)[Au],False,novel,More than two ends,False
0,3,43,CCC(CO[Cu])NC(C)C(C)(C)OC(=O)[Au],False,novel,ok,True
0,3,43,CN(C)CC(=O)NC(CCN[Cu])CNC(=O)[Au],False,novel,ok,True
0,3,43,CCCCCN(CCN[Cu])CC(C)NC(=O)[Au],False,novel,ok,True
0,3,43,CC(COC(=O)[Au])NC(COC)C(C)O[Cu],False,novel,ok,True
0,3,43,COCC(O[Cu])C(=O)C(C)(O)COC(=O)[Au],False,novel,ok,True
0,3,43,CNCCN(CCO[Cu])C(=O)C(CN)[Au],False,novel,ok,True
0,3,43,C=CCN(CCC#O)CC(COC(=O)[Au])O[Cu],False,novel,"Explicit valence for atom # 7 O, 3, is greater than permitted",True
0,3,43,CC(CC(CCOC(=O)[Au])C(=O)NCCCO[Cu],False,novel,SMILES Parse Error: extra open parentheses for input: 'CC(CC(CCOC(=O)[Au])C(=O)NCCCO[Cu]',True
0,3,43,COC(CN(C)CCCCO[Cu])OC(=O)[Au],False,novel,ok,True
0,3,43,N#CCCOC(=O)CN(CO[Cu])CCOC(=O)[Au],False,novel,ok,True
0,3,43,CC(=O)C(NC(CO[Cu])C(C)(C)OC(=O)[Au],False,novel,SMILES Parse Error: extra open parentheses for input: 'CC(=O)C(NC(CO[Cu])C(C)(C)OC(=O)[Au]',True
0,3,43,CC(CNC(=O)CC(C)N[Cu])OC(=O)[Au],False,novel,ok,True
0,3,43,C=CC(CNC(COC(=O)[Au])C(C)C)O[Cu],False,In the original data set,ok,True
0,3,43,CC(N[Cu](CC(=O)[Au])C(C)(=O)N(C)CCC,False,novel,SMILES Parse Error: extra open parentheses for input: 'CC(N[Cu](CC(=O)[Au])C(C)(=O)N(C)CCC',True
0,3,43,CCC(CO[Cu])NCC(COC(=O)[Au])OC,False,novel,ok,True
0,3,43,CC(C)(CNC(=O)CCN[Cu])NC(=O)[Au],False,In the original data set,ok,True
0,3,43,O=C([Au])NC(CSCCC(=O)(F)F)O[Cu],False,novel,"Explicit valence for atom # 9 C, 5, is greater than permitted",True
0,3,43,CCC(CN[Cu])NCCCCCOC(=O)[Au],False,novel,ok,True
0,3,43,CCC(CN(CCC(F)F)OC(=O)[Au])O[Cu],False,novel,ok,True
0,3,43,CCN(CC(CO[Cu])OC(=O)COC(=O)[Au],False,novel,SMILES Parse Error: extra open parentheses for input: 'CCN(CC(CO[Cu])OC(=O)COC(=O)[Au]',True
0,3,43,C=CC(COC(=O)[Au])NCC(CC)(C)O[Cu],False,novel,ok,True
0,3,43,CCC(CNCCCO[Cu])OC(=O)[Au],False,In the original data set,ok,True
0,3,43,CCCCCCNC(=O)C(CNC(=O)[Au])N[Cu],False,novel,ok,True
0,3,43,CCC(CN(C)CC(C)O[Cu])OC(=O)[Au],False,novel,ok,True
0,3,43,CCOC(=O)CN(C)CC(CO[Cu])OC(=O)[Au],False,In the original data set,ok,True
0,3,43,COCCC(CNC(C)(C)COC(=O)[Au])N[Cu],False,novel,ok,True
0,3,43,CC(CO[Cu])(OC(=O)[Au])C(=O)NCCCl,False,novel,ok,True
0,3,43,CCN(CCCC(C)CC(C)(C)COC(=O)[Au])O[Cu],False,novel,ok,True
0,3,43,COCC(COC(=O)[Au])N(C)C(=O)CO[Cu],False,novel,ok,True
0,3,43,C=CCOC(CN[Cu])NCC(CC)(C)(C)OC(=O)[Au],False,novel,"Explicit valence for atom # 10 C, 5, is greater than permitted",True
0,3,43,CC(COC(=O)[Au])OC(N[Cu])C(C)(C)C,False,novel,ok,True
0,3,43,CC(C)(COC(=O)[Au])C(C)O[Cu],False,novel,ok,True
0,3,43,CC(C)(CCC(F)(=O)OCCN[Cu])OC(=O)[Au],False,novel,"Explicit valence for atom # 5 C, 5, is greater than permitted",True
0,3,43,CC(C)C(N[Cu])C(C)NC(=O)CCNC(=O)[Au],False,novel,ok,True
0,3,43,CC(C)C#CCNC(=O)C(CN[Cu])OC(=O)[Au],False,novel,ok,True
0,3,43,CCN(C)C(CNC(=O)[Au])NSC(=O)O)[Au],False,novel,"SMILES Parse Error: extra close parentheses while parsing: CCN(C)C(CNC(=O)[Au])NSC(=O)O)[Au]
[16:39:46] SMILES Parse Error: Failed parsing SMILES 'CCN(C)C(CNC(=O)[Au])NSC(=O)O)[Au]' for input: 'CCN(C)C(CNC(=O)[Au])NSC(=O)O)[Au]'",False
0,3,43,OOC([Au])OCCS(=O)SCCO[Cu],False,novel,ok,True
0,3,43,CCCCOC(CNCC=C(=O)[Au])O[Cu],False,novel,"Explicit valence for atom # 10 C, 5, is greater than permitted",True
0,3,43,CC(COC(=O)NC(C)CCO[Cu])NC(=O)[Au],False,novel,ok,True
0,3,43,CCCCCC(=O)NCC(CO[Cu])OC(=O)[Au],False,novel,ok,True
0,3,43,CC(C)N(CCO[Cu])C(=O)COC(=O)[Au],False,novel,ok,True
0,3,43,CCC(CCNC(CC)C(C)(C)OC(=O)[Au])O[Cu],False,novel,ok,True
0,3,43,CC(CNCCO[Cu])C(=O)OCCNC(=O)[Au],False,novel,ok,True
0,3,43,COCC(CN[Cu])OC(=O)[Au],False,novel,ok,True
0,3,43,CN(CCCN[Cu])CC(C)NC(=O)[Au],False,novel,ok,True
0,3,43,CC(COCC(C[Au])OC(C)COC(C)O[Cu],False,novel,SMILES Parse Error: extra open parentheses for input: 'CC(COCC(C[Au])OC(C)COC(C)O[Cu]',True
0,3,43,COC(=O)CN(CCO[Cu])CC(C)OC(=O)[Au],False,In the original data set,ok,True
0,3,43,CCCC(O[Cu])C(=O)C(C)(COC(=O)[Au],False,novel,SMILES Parse Error: extra open parentheses for input: 'CCCC(O[Cu])C(=O)C(C)(COC(=O)[Au]',True
0,3,43,C=CCCC(CNC(=O)CO[Cu])OC(=O)[Au],False,novel,ok,True
0,3,43,O=C([Au])NCCN(CCF)CCO[Cu],False,In the original data set,ok,True
0,3,43,CC(C)OCC(COC(=O)[Au])O[Cu],False,novel,ok,True
0,3,43,CC(C)(COC(=O)[Au])CNCCO[Cu],False,novel,ok,True
0,3,43,CCC(CCO[Cu])NCC(C)CC)OC(=O)[Au],False,novel,"SMILES Parse Error: extra close parentheses while parsing: CCC(CCO[Cu])NCC(C)CC)OC(=O)[Au]
[16:39:46] SMILES Parse Error: Failed parsing SMILES 'CCC(CCO[Cu])NCC(C)CC)OC(=O)[Au]' for input: 'CCC(CCO[Cu])NCC(C)CC)OC(=O)[Au]'",True
0,3,43,CC(C)(OC(=O)[Au])C(=O)NCCCCO[Cu],False,In the original data set,ok,True
0,3,43,CCCCCC(C)NC(COC(=O)[Au])O[Cu],False,novel,ok,True
0,3,43,CNC(C)C(=O)N(C)CC(COC(=O)[Au])O[Cu],False,novel,ok,True
0,3,43,COCCNC(=O)CC(N[Cu])C(F)NC(=O)[Au],False,novel,ok,True
0,3,43,CC(CNC(=O)CCC(C)(C)N[Cu])OC(=O)[Au],False,novel,ok,True
0,3,43,CC(CN(C)CC(C)(C)N[Cu])OC(=O)[Au],False,In the original data set,ok,True
0,3,43,COCCC(=O)NC(CO[Cu])COC(=O)[Au],False,In the original data set,ok,True
0,3,43,CCN(CCS)N[Cu])CC(COC(=O)[Au])OC,False,novel,"SMILES Parse Error: extra close parentheses while parsing: CCN(CCS)N[Cu])CC(COC(=O)[Au])OC
[16:39:46] SMILES Parse Error: Failed parsing SMILES 'CCN(CCS)N[Cu])CC(COC(=O)[Au])OC' for input: 'CCN(CCS)N[Cu])CC(COC(=O)[Au])OC'",True
0,3,43,CN(CCCCCOC(=O)[Au])C(=O)C(C)N[Cu],False,novel,ok,True
0,3,43,CC(CN(C)CC(COC(=O)[Au])NC(C)C)O[Cu],False,novel,ok,True
0,3,43,O=C(O)CC(CO[Cu])NC(=O)[Au],False,novel,ok,True
0,3,43,CC(CCO[Cu])NC(COC(=O)[Au])C(=O)O,False,novel,ok,True
0,3,43,CC(CCNCCOC(=O)[Au])CO[Cu],False,novel,ok,True
0,3,43,CCCN(C(C)CO[Cu])CCOC(=O)[Au],False,novel,ok,True
0,3,43,CCC(CN[Cu])NCCCCC(C)NC(=O)[Au],False,novel,ok,True
0,3,43,C=C(C(F)CNCC(C)(CO[Cu])COC(=O)[Au],False,novel,SMILES Parse Error: extra open parentheses for input: 'C=C(C(F)CNCC(C)(CO[Cu])COC(=O)[Au]',True
0,3,43,C=CCC(CNCCCCNC(=O)[Au])O[Cu],False,novel,ok,True
0,3,43,CCN(=O)CC(CN[Cu])NC(=O)[Au],False,novel,"Explicit valence for atom # 2 N, 4, is greater than permitted",True
0,3,43,COC(CN[Cu])OC(=O)C(CSC(=O)O)[Au],False,novel,ok,True
0,3,43,CC(OC(=O)[Au])C(=O)N(C)CCCCO[Cu],False,novel,ok,True
0,3,43,O=C([Au])NCCCCNC(CCO[Cu])C(F)F,False,novel,ok,True
0,3,43,CC(C)(C)C(=O)NCC(CCN[Cu])OC(=O)[Au],False,novel,ok,True
0,3,43,O=C([Au])NCC(COC(=O)CO[Cu],False,novel,SMILES Parse Error: extra open parentheses for input: 'O=C([Au])NCC(COC(=O)CO[Cu]',True
0,3,43,CC(CN(C)CC(CC)(O[Cu])C(C)NC(=O)[Au],False,novel,SMILES Parse Error: extra open parentheses for input: 'CC(CN(C)CC(CC)(O[Cu])C(C)NC(=O)[Au]',True
0,3,43,O=C([Au])OCC(N[Cu])C(=O)C(F)F,False,novel,ok,True
0,3,43,CC(C#CCC(=O)NCCN[Cu])OC(=O)[Au],False,novel,ok,True
0,3,43,CC(CNC(=O)CCO[Cu])(C)COC(=O)[Au],False,novel,ok,True
0,3,43,CCCC(CNC(C)CO[Cu])OC(=O)[Au],False,novel,ok,True
0,3,43,CCCCN(C)CC(CN[Cu])OC(=O)[Au],False,novel,ok,True
0,3,43,O=C([Au])NCCCCC(O[Cu])C(=O)O,False,novel,ok,True
0,3,43,CC(C)(C)NC(=O)C(COC(=O)[Au])N[Cu],False,In the original data set,ok,True
0,3,43,C#CC(O[Cu])C(=O)NCCCCCOC(=O)[Au],False,novel,ok,True
0,3,43,O=C([Au])OCC(CO[Cu])C(=O)OCC(C)(F)F,False,novel,ok,True
0,3,43,CC(CCOC(=O)[Au])N(C)CCOC)O[Cu],False,novel,"SMILES Parse Error: extra close parentheses while parsing: CC(CCOC(=O)[Au])N(C)CCOC)O[Cu]
[16:39:46] SMILES Parse Error: Failed parsing SMILES 'CC(CCOC(=O)[Au])N(C)CCOC)O[Cu]' for input: 'CC(CCOC(=O)[Au])N(C)CCOC)O[Cu]'",True
0,3,43,C#CC(CN[Cu])CNC(=O)COC(=O)[Au],False,novel,ok,True
0,3,43,CCCCCC(CN(C)CCO[Cu])OC(=O)[Au],True,In the original data set,ok,True
0,3,43,CC(C)(C)NCN(CCCO[Cu])CCNC(=O)[Au],False,novel,ok,True
0,3,43,COCCC(CNCCC(C)OC(=O)[Au])O[Cu],False,novel,ok,True
0,3,43,CCOC(C)CNC(=O)[Au](CO[Cu])C(C)C,False,novel,More than one bonds at the end point,True
0,3,43,CC(C)NC(=O)C(N[Cu])C(C)(C)CNC(=O)[Au],False,novel,ok,True
0,3,43,CC(C#N)NCCN(CCO[Cu])OC(=O)[Au],False,novel,ok,True
0,3,43,CCC(CO[Cu])NCCCCC(C)OC(=O)[Au],False,novel,ok,True
0,3,43,COC(CNC(=O)[Au])N(C)C(=O)CO[Cu],False,novel,ok,True
0,3,43,CCC(CO[Cu])NCC(CC)(C)(C)OC(=O)[Au],False,novel,"Explicit valence for atom # 8 C, 5, is greater than permitted",True
0,3,43,CC(C)C(N[Cu])C(=O)N(C)CCC(CNC(=O)[Au],False,novel,SMILES Parse Error: extra open parentheses for input: 'CC(C)C(N[Cu])C(=O)N(C)CCC(CNC(=O)[Au]',True
0,3,43,CC(C)C(C)(C)CN[Cu])NC(=O)COC(=O)[Au],False,novel,"SMILES Parse Error: extra close parentheses while parsing: CC(C)C(C)(C)CN[Cu])NC(=O)COC(=O)[Au]
[16:39:46] SMILES Parse Error: Failed parsing SMILES 'CC(C)C(C)(C)CN[Cu])NC(=O)COC(=O)[Au]' for input: 'CC(C)C(C)(C)CN[Cu])NC(=O)COC(=O)[Au]'",True
0,3,43,CN(CCN[Cu])C(=O)CC(CNC(=O)[Au])N,False,novel,ok,True
0,3,43,CCC(CNC(=O)[Au])C(=O)NCC(C)(C)O[Cu],False,In the original data set,ok,True
0,3,43,C=CC(C)N(CCO[Cu])CC(C)OC(=O)[Au],False,novel,ok,True
0,3,43,CC(CC)NC(=O)C(N[Cu])C(C)CNC(=O)[Au],False,novel,ok,True
0,3,43,O=C(O)CCN(CCCO[Cu])CC(C)(C)OC(=O)[Au],False,novel,ok,True
0,3,43,C=CC(CNCCOC(=O)[Au])O[Cu],False,novel,ok,True
0,3,43,C#CC(CO[Cu])NCCC(C)(C)OC(=O)[Au],False,novel,ok,True
0,3,43,CCC(N[Cu])C(CCCCC(F)F,False,novel,SMILES Parse Error: extra open parentheses for input: 'CCC(N[Cu])C(CCCCC(F)F',False
0,3,43,CCOC(=O)CN(C)CC(COC(=O)[Au])O[Cu],False,novel,ok,True
0,3,43,CNCC(CCO[Cu])OC(=O)[Au],False,novel,ok,True
0,3,43,O=C([Au])CCCC(CN[Cu])NC(=O)C(CF)(F)F,False,novel,ok,True
0,3,43,CC(CC(C)O[Cu])NC(=O)C(C)COC(=O)[Au],False,novel,ok,True
0,3,43,CC(C)#CCN(C)CC(CO[Cu])OC(=O)[Au],False,novel,"Explicit valence for atom # 1 C, 5, is greater than permitted",True
0,3,43,CC(CNCC(C)(C)(C)O[Cu])OC(=O)[Au],False,novel,"Explicit valence for atom # 5 C, 5, is greater than permitted",True
0,3,43,CCOCC(CN(CC(=O)=CCOC(=O)[Au])O[Cu],False,novel,SMILES Parse Error: extra open parentheses for input: 'CCOCC(CN(CC(=O)=CCOC(=O)[Au])O[Cu]',True
0,3,43,O=C([Au])NCCC(NC(=O)C(=O)CN[Cu],False,novel,SMILES Parse Error: extra open parentheses for input: 'O=C([Au])NCCC(NC(=O)C(=O)CN[Cu]',True
0,3,43,O=C(CCCCCN[Cu])NC(COC(=O)[Au])C(=O)N,False,novel,ok,True
0,3,43,C#CCCOCC(COC(=O)[Au])O[Cu],False,novel,ok,True
0,3,43,CCN(CN[Cu])C(=O)C(OC(=O)[Au])C(F)F,False,novel,ok,True
0,3,43,CC(C)(O[Cu])C(=O)OCCCOC(=O)[Au],False,In the original data set,ok,True
0,3,43,CC(C)CC=CC(C)(CO[Cu])COC(=O)[Au],False,novel,ok,True
0,3,43,C=CC(COC(=O)[Au])NC(C)C(C)(C)CO[Cu],False,novel,ok,True
0,3,43,C#CCC(COC(=O)[Au])NCC(C)(C)O[Cu],False,novel,ok,True
0,3,43,CC(CCN(C)CC(C)(C)N[Cu])COC(=O)[Au],False,novel,ok,True
0,3,43,CC(CN(C)CC(C)(C)C)(COC(=O)[Au])O[Cu],False,novel,ok,True
0,3,43,CC(C)CC(CO[Cu])N(C)CCCOC(=O)[Au],False,novel,ok,True
0,3,43,CC(CNC(O[Cu])C(F)COC(=O)[Au])C(F)=O,False,novel,ok,True
0,3,43,CC(C)=CCC(CO[Cu])NC(=O)COC(=O)[Au],False,novel,ok,True
0,3,43,C=C(C)C(=O)NCC(CN[Cu])OC(=O)[Au],False,novel,ok,True
0,3,43,CCCNC(=O)C(CCO[Cu])NC(=O)[Au],False,novel,ok,True
0,3,43,CCN(CCCOC(=O)[Au])CC(C)O[Cu],False,novel,ok,True
0,3,43,CCC(CNC(C)C(C)OC(=O)[Au])C(C)O[Cu],False,novel,ok,True
0,3,43,CN(CCCN[Cu])C(=O)C(C)(C)NC(=O)[Au],False,In the original data set,ok,True
0,3,43,O=C(CCN[Cu])N(C)CCC(F)OC(=O)[Au],False,novel,ok,True
0,3,43,CC(CCN[Cu])N(C)CC(CC)(C)OC(=O)[Au],False,novel,ok,True
0,3,43,CNCCN(COC(=O)[Au])CC(C)(C)CO[Cu],False,novel,ok,True
0,3,43,O=C([Au])OCCCCN[Cu],False,novel,ok,True
0,3,43,C=CC(OC(=O)[Au])C(=O)NCCO[Cu])CCF,False,novel,"SMILES Parse Error: extra close parentheses while parsing: C=CC(OC(=O)[Au])C(=O)NCCO[Cu])CCF
[16:39:46] SMILES Parse Error: Failed parsing SMILES 'C=CC(OC(=O)[Au])C(=O)NCCO[Cu])CCF' for input: 'C=CC(OC(=O)[Au])C(=O)NCCO[Cu])CCF'",True
0,3,43,CC(C)(C)CNC(=O)C(CNC(=O)[Au])N[Cu],False,novel,ok,True
0,3,43,CCC(CCNC(=O)[Au])NCCCCN[Cu],False,novel,ok,True
0,3,43,CC(C)C(NCCOC(=O)[Au])C(C)(C)O[Cu],False,novel,ok,True
0,3,43,CCC(C)NCC(CO[Cu])OC(=O)[Au],False,novel,ok,True
0,3,43,CCCOC(=O)N(C)CC(CO[Cu])OC(=O)[Au],False,In the original data set,ok,True
0,3,43,CCC(CCN(C)C(C)CCOC(=O)[Au])O[Cu],False,novel,ok,True
0,3,43,NC(=O)CNC)C(=O)C(CO[Cu])NC(=O)[Au],False,novel,"SMILES Parse Error: extra close parentheses while parsing: NC(=O)CNC)C(=O)C(CO[Cu])NC(=O)[Au]
[16:39:46] SMILES Parse Error: Failed parsing SMILES 'NC(=O)CNC)C(=O)C(CO[Cu])NC(=O)[Au]' for input: 'NC(=O)CNC)C(=O)C(CO[Cu])NC(=O)[Au]'",True
0,3,43,CCC(CCNC(=O)C(C)(C)NC(=O)[Au])N[Cu],False,novel,ok,True
0,3,43,=OC(C)C(C)(CC(=O)=O)C(C)N[Cu],False,novel,"SMILES Parse Error: syntax error while parsing: =OC(C)C(C)(CC(=O)=O)C(C)N[Cu]
[16:39:46] SMILES Parse Error: Failed parsing SMILES '=OC(C)C(C)(CC(=O)=O)C(C)N[Cu]' for input: '=OC(C)C(C)(CC(=O)=O)C(C)N[Cu]'",False
0,3,43,CC(C)(OC(=O)[Au])C(=O)N(CC)CO[Cu],False,novel,ok,True
0,3,43,CC(C)(OC(=O)[Au])N[Cu],False,novel,ok,True
0,3,43,CC(CCNC(=O)C(C)N[Cu])COC(=O)[Au],False,novel,ok,True
0,3,43,COC(CNC(C)CC(CNC(=O)[Au])O[Cu],False,novel,SMILES Parse Error: extra open parentheses for input: 'COC(CNC(C)CC(CNC(=O)[Au])O[Cu]',True
0,3,43,CCC(N(C)CC(C)(C)C(CO[Cu])OC(=O)[Au],False,novel,SMILES Parse Error: extra open parentheses for input: 'CCC(N(C)CC(C)(C)C(CO[Cu])OC(=O)[Au]',True
0,3,43,CC(C)C(N[Cu])C(=O)NCC(C)OC(=O)[Au],False,novel,ok,True
0,3,43,CCC(CCCCO[Cu])NC(=O)[Au],False,novel,ok,True
0,3,43,O=C(O)C(CCCN[Cu])NC(=O)[Au],False,novel,ok,True
0,3,43,COC(CC(CO[Cu])OC(=O)[Au],False,novel,SMILES Parse Error: extra open parentheses for input: 'COC(CC(CO[Cu])OC(=O)[Au]',True
0,3,43,CC(CN(CCNC(=O)[Au])C(=O)NOCCN[Cu],False,novel,SMILES Parse Error: extra open parentheses for input: 'CC(CN(CCNC(=O)[Au])C(=O)NOCCN[Cu]',True
0,3,43,CC(CNC(=O)C(C)C)NC(COC(=O)[Au])O[Cu],False,novel,ok,True
0,3,43,CCCCC(CC(COC)O[Cu])OC(=O)[Au],False,novel,ok,True
0,3,43,CCCCCCN(CCO[Cu])CCOC(=O)[Au],False,In the original data set,ok,True
0,3,43,C=CC(C)(O[Cu])C(=O)NCCCOC(=O)[Au],False,novel,ok,True
0,3,43,CN(CCCO[Cu])CNC(=O)CNC(=O)[Au],False,novel,ok,True
0,3,43,CC(CO[Cu])CN(C)CCOCCOC(=O)[Au],False,In the original data set,ok,True
0,3,43,CCNC(CO[Cu])C(=O)C(C)OC(=O)[Au],False,novel,ok,True
0,3,43,CC(CCO[Cu])NCC(OC(=O)[Au])C(=O)O,False,novel,ok,True
0,3,43,CCC(CCC(CO[Cu])OC(=O)[Au],False,novel,SMILES Parse Error: extra open parentheses for input: 'CCC(CCC(CO[Cu])OC(=O)[Au]',True
0,3,43,CC(CNC(=O)[Au])CNC(=O)NC(C)CN[Cu],False,novel,ok,True
0,3,43,NC(=O)(OC(=O)CNC(CO[Cu])COC(=O)[Au],False,novel,SMILES Parse Error: extra open parentheses for input: 'NC(=O)(OC(=O)CNC(CO[Cu])COC(=O)[Au]',True
0,3,43,CN(CCCCO[Cu])CCCCCNC(=O)[Au],False,novel,ok,True
0,3,43,CCCCCC(CNC(CN[Cu])COC(=O)[Au],False,novel,SMILES Parse Error: extra open parentheses for input: 'CCCCCC(CNC(CN[Cu])COC(=O)[Au]',True
0,3,43,CN(CCCCCOC(=O)[Au])C(C)(C)O[Cu],False,novel,ok,True
0,3,43,COCC(CNC(C)CC(C)OC(=O)[Au])O[Cu],False,novel,ok,True
0,3,43,CC(CCOC(NC(=O)[Au])C(C)O[Cu])C(C)C,False,novel,ok,True
