target_conductivity,repeat,generation_idx,mol_smiles,duplicate,diversity,validity,has_two_ends
1,4,1,CCN(CCCO[Cu])CCOCCOC(=O)[Au],False,novel,ok,True
1,4,1,O=C([Au])NCCCCNCCCCN[Cu],False,In the original data set,ok,True
1,4,1,CCOC(=O)CN(CCO[Cu])CCOC(=O)[Au],False,In the original data set,ok,True
1,4,1,N#CCN(CCOCCOC(=O)[Au])O[Cu],False,novel,ok,True
1,4,1,N#CCCCCNCC(COC(=O)[Au])O[Cu],False,In the original data set,ok,True
1,4,1,CCOCCCN(CCN[Cu])CCOC(=O)[Au],False,novel,ok,True
1,4,1,CC(CN(C)CCOCCN[Cu])OC(=O)[Au],False,In the original data set,ok,True
1,4,1,CC(CCCSN(C)CCO[Cu])OC(=O)[Au],False,novel,ok,True
1,4,1,O=C([Au])OCCSCCSCCO[Cu],False,In the original data set,ok,True
1,4,1,CC(C)OCCN(CCN[Cu])CCOC(=O)[Au],True,In the original data set,ok,True
1,4,1,CN(CCCCOC(=O)[Au])CCO[Cu],False,In the original data set,ok,True
1,4,1,O=C([Au])NCCC(=O)NCCOCCN[Cu],False,novel,ok,True
1,4,1,O=C([Au])OCCSCCCCCOCCO[Cu],False,novel,ok,True
1,4,1,O=C([Au])NCCNCCCOCCCN[Cu],False,novel,ok,True
1,4,1,O=C([Au])OCCNCCO[Cu],True,In the original data set,ok,True
1,4,1,CCOCCN(CCNC(=O)[Au])CCO[Cu],True,In the original data set,ok,True
1,4,1,CCOCC(CN(C)CCOC(=O)[Au])O[Cu],False,novel,ok,True
1,4,1,CN(CCN(C)CCO[Cu])CCOC(=O)[Au],False,novel,ok,True
1,4,1,CCC(CNCC=CCOCCO[Cu])OC(=O)[Au],False,novel,ok,True
1,4,1,C=CCCC(CNCCOC(=O)[Au])O[Cu],False,In the original data set,ok,True
1,4,1,O=C(CCN[Cu])NNCCOCCOC(=O)[Au],False,novel,ok,True
1,4,1,CCN(CC)CCC(COC(=O)[Au])O[Cu],False,novel,ok,True
1,4,1,CC(C)N(CCO[Cu])CCOC(=O)[Au],False,In the original data set,ok,True
1,4,1,CCCCCC(CN(C)CCOC(=O)[Au])O[Cu],False,novel,ok,True
1,4,1,O=C([Au])OCCCCCCO[Cu],True,In the original data set,ok,True
1,4,1,CC(C)CN(CCO[Cu])CCOC(=O)[Au],False,In the original data set,ok,True
1,4,1,CN(CCCCCCCO[Cu])CCNC(=O)[Au],False,novel,ok,True
1,4,1,CC(C)COCC(CNC(=O)[Au])NCCO[Cu],False,novel,ok,True
1,4,1,O=C([Au])OCCSCCCCCCCO[Cu],False,In the original data set,ok,True
1,4,1,O=C([Au])OCCCOCCCCCO[Cu],False,novel,ok,True
1,4,1,CCC=CCCCN(CCN[Cu])CCNC(=O)[Au],False,In the original data set,ok,True
1,4,1,O=C(CCCCCOC(=O)[Au])NCCCO[Cu],False,novel,ok,True
1,4,1,C#CC(CO[Cu])OC(=O)[Au],False,novel,ok,True
1,4,1,COCCC(CNCCC(N[Cu]))COC(=O)[Au],False,novel,ok,True
1,4,1,CN(CCCCCCOC(=O)[Au])CCCO[Cu],True,In the original data set,ok,True
1,4,1,N#CCCCN(CCN[Cu])CCOC(=O)[Au],False,novel,ok,True
1,4,1,CCN(CC)CCNC(CO[Cu])CCOC(=O)[Au],False,novel,ok,True
1,4,1,C=CC(CO[Cu])NCCCCOC(=O)[Au],True,In the original data set,ok,True
1,4,1,CCC(CN(C)CCO[Cu])O=OCCOC(=O)[Au],False,novel,"Explicit valence for atom # 10 O, 3, is greater than permitted",True
1,4,1,CCCN(CCOCCO[Cu])CCOC(=O)[Au],False,In the original data set,ok,True
1,4,1,C=CC(CNCCC(C)OC(=O)[Au])O[Cu],False,In the original data set,ok,True
1,4,1,O=C([Au])NCCNCCNCCNCCN[Cu],False,In the original data set,ok,True
1,4,1,O=C(COCCOCCOC(=O)[Au])N[Cu],False,novel,ok,True
1,4,1,C=CC(CNCCCOCCOC(=O)[Au])O[Cu],False,In the original data set,ok,True
1,4,1,CC(CO[Cu])SCCOCCOC(=O)[Au],False,In the original data set,ok,True
1,4,1,CN(OCCOCCO[Cu])CCCOC(=O)[Au],False,novel,ok,True
1,4,1,O=C(COCCOC(=O)[Au])NCO[Cu],False,novel,ok,True
1,4,1,C=C(COCCN[Cu])CNCCNC(=O)[Au],False,novel,ok,True
1,4,1,CCN(CCN[Cu])COCCOCCNC(=O)[Au],False,novel,ok,True
1,4,1,CSCCN(C)CC(CO[Cu])OC(=O)[Au],False,In the original data set,ok,True
1,4,1,C=CCN(C)CC(O[Cu])COCCOC(=O)[Au],False,novel,ok,True
1,4,1,N#CCN(CCOCC(CO[Cu])COC(=O)[Au],False,novel,SMILES Parse Error: extra open parentheses for input: 'N#CCN(CCOCC(CO[Cu])COC(=O)[Au]',True
1,4,1,SC(=O)SCC(CCO[Cu])OC(=O)[Au],False,novel,ok,True
1,4,1,CSCCN(CCO[Cu])CCOC(=O)[Au],False,In the original data set,ok,True
1,4,1,CCN(CCOC(=O)C(CO[Cu])NC(=O)[Au],False,novel,SMILES Parse Error: extra open parentheses for input: 'CCN(CCOC(=O)C(CO[Cu])NC(=O)[Au]',True
1,4,1,COCCC(O[Cu])C(=O)OCCOC(=O)[Au],False,novel,ok,True
1,4,1,CCOCCN(C)CC(COC(=O)[Au])O[Cu],False,novel,ok,True
1,4,1,C=CCCC(CNCC(C)OC(=O)[Au])O[Cu],False,In the original data set,ok,True
1,4,1,CC(CCO[Cu])NCC(COC(=O)[Au])OC,False,novel,ok,True
1,4,1,O=C(COC(=O)[Au])N(COCCO[Cu],False,novel,SMILES Parse Error: extra open parentheses for input: 'O=C(COC(=O)[Au])N(COCCO[Cu]',True
1,4,1,CCSCCN(CCN[Cu])CC(CF)OC(=O)[Au],False,novel,ok,True
1,4,1,O=C(COCCOC(=O)[Au])NCCO[Cu],False,In the original data set,ok,True
1,4,1,O=C([Au])OCCNCCNCCCO[Cu],False,novel,ok,True
1,4,1,CCN(CCCOC(=O)[Au])CCO[Cu],False,In the original data set,ok,True
1,4,1,O=C([Au])OCCN(CCF)CCO[Cu],False,In the original data set,ok,True
1,4,1,O=C([Au])NCCOCCNCCN[Cu],False,novel,ok,True
1,4,1,COCC(CNC(C)CCO[Cu])OC(=O)[Au],False,In the original data set,ok,True
1,4,1,CCOCCC(CNCC(COC)OC(=O)[Au])O[Cu],False,novel,ok,True
1,4,1,COCC(CN(C)CCCO[Cu])OC(=O)[Au],False,In the original data set,ok,True
1,4,1,O=C(CCCCCNCCOC(=O)[Au])O[Cu],False,novel,ok,True
1,4,1,CCOCCC(CNCC(C)OC(=O)[Au])N[Cu],False,novel,ok,True
1,4,1,O=C([Au])OCCCNCCO[Cu],True,novel,ok,True
1,4,1,O=C([Au])OCCCN(CCCF)CCO[Cu],False,In the original data set,ok,True
1,4,1,CC(C)COCCN(CCO[Cu])CCNC(=O)[Au],False,novel,ok,True
1,4,1,COCCN(CCOC(=O)[Au])CCCO[Cu],False,novel,ok,True
1,4,1,COCC(CNCC(C)OC(=O)[Au])O[Cu],False,novel,ok,True
1,4,1,CCC(CN(C)CCOCCN[Cu])OC(=O)[Au],False,In the original data set,ok,True
1,4,1,O=C([Au])NCCCNCCCN[Cu],False,In the original data set,ok,True
1,4,1,C=CC(C)(O[Cu])C(=O)NCCOC(=O)[Au],True,In the original data set,ok,True
1,4,1,O=C([Au])OCCCO[Cu],False,In the original data set,ok,True
1,4,1,C=CC(CNCC(C)COC(=O)[Au])O[Cu],False,novel,ok,True
1,4,1,NC(=O)CN(CCCO[Cu])CCOC(=O)[Au],False,In the original data set,ok,True
1,4,1,CCN(CCOCCO[Cu])CCCOC(=O)[Au],False,novel,ok,True
1,4,1,O=C([Au])OCCOCCNCO[Cu],False,novel,ok,True
1,4,1,O=C([Au])OCCSCCCO[Cu],False,novel,ok,True
1,4,1,CC(CCOC(=O)[Au])NCCOCCO[Cu],True,In the original data set,ok,True
1,4,1,CNCCCN(CCN[Cu])CCNC(=O)[Au],False,In the original data set,ok,True
1,4,1,N#CCN(CC#C)CC(COC(=O)[Au])O[Cu],False,novel,ok,True
1,4,1,COCCOCC(CN(C)CCO[Cu])OC(=O)[Au],False,novel,ok,True
1,4,1,O=C([Au])NCCN(CCCCN[Cu])CCF,False,novel,ok,True
1,4,1,C#CCN(C)CC(COC(=O)[Au])O[Cu],False,In the original data set,ok,True
1,4,1,N=C(CCO[Cu])NCCCOC(=O)[Au],False,novel,ok,True
1,4,1,CCCC(CN(C)CCO[Cu])OC(=O)[Au],False,In the original data set,ok,True
1,4,1,CCOCCCNC(=O)C(CO[Cu])NC(=O)[Au],False,In the original data set,ok,True
1,4,1,CCN(CCN[Cu])CCOCCNC(=O)[Au],False,In the original data set,ok,True
1,4,1,O=C([Au])OCCNCCO[Cu],True,In the original data set,ok,True
1,4,1,CC(COC(C)COC(C)COC(=O)[Au])O[Cu],False,In the original data set,ok,True
1,4,1,N#CNCCCNC(CO[Cu])COC(=O)[Au],False,novel,ok,True
1,4,1,O=C([Au])OCCSCCCO[Cu],True,novel,ok,True
1,4,1,CC(CCO[Cu])OCC(C)OC(=O)[Au],False,novel,ok,True
1,4,1,CS(CO)(=O)CCN[Cu])CCOC(=O)[Au],False,novel,"SMILES Parse Error: extra close parentheses while parsing: CS(CO)(=O)CCN[Cu])CCOC(=O)[Au]
[17:13:07] SMILES Parse Error: Failed parsing SMILES 'CS(CO)(=O)CCN[Cu])CCOC(=O)[Au]' for input: 'CS(CO)(=O)CCN[Cu])CCOC(=O)[Au]'",True
1,4,1,CC(CO[Cu])OC(C)COCCOC(=O)[Au],False,novel,ok,True
1,4,1,CSCCN(CCNC(=O)[Au])CCO[Cu],False,novel,ok,True
1,4,1,NC(=O)CSCC(CO[Cu])OC(=O)[Au],False,In the original data set,ok,True
1,4,1,O=C([Au])NCCNCCNCCN[Cu],False,In the original data set,ok,True
1,4,1,CC(CN(C)CCOCCNC(=O)[Au])O[Cu],False,novel,ok,True
1,4,1,CC(C)N(CCN[Cu])CC(COC(=O)[Au],False,novel,SMILES Parse Error: extra open parentheses for input: 'CC(C)N(CCN[Cu])CC(COC(=O)[Au]',True
1,4,1,CCOCC(CN(C)CCCOC(=O)[Au])N[Cu],False,novel,ok,True
1,4,1,CCOCCN(CCO[Cu])CC(COC(=O)[Au])OC,False,novel,ok,True
1,4,1,CC(CNCC(C)(C)OCCO[Cu])OC(=O)[Au],False,novel,ok,True
1,4,1,CN(CCCCOC()CCOC(=O)[Au])CCO[Cu],False,novel,"SMILES Parse Error: syntax error while parsing: CN(CCCCOC()CCOC(=O)[Au])CCO[Cu]
[17:13:07] SMILES Parse Error: Failed parsing SMILES 'CN(CCCCOC()CCOC(=O)[Au])CCO[Cu]' for input: 'CN(CCCCOC()CCOC(=O)[Au])CCO[Cu]'",True
1,4,1,COCCCCOC(CN[Cu])COC(=O)[Au],False,novel,ok,True
1,4,1,O=C([Au])OCCCSCCO[Cu],False,In the original data set,ok,True
1,4,1,CC(CCN(C)CCOCCN[Cu])OC(=O)[Au],False,In the original data set,ok,True
1,4,1,C=CCOCCN(CCO[Cu])CCOC(=O)[Au],False,In the original data set,ok,True
1,4,1,CC(CNCCCCCO[Cu])OC(=O)[Au],False,In the original data set,ok,True
1,4,1,O=C([Au])OCCOCCCO[Cu],False,novel,ok,True
1,4,1,COCCCCN(CCO[Cu])CCOC(=O)[Au],False,In the original data set,ok,True
1,4,1,CC(CCO[Cu])SCCCCOC(=O)[Au],False,In the original data set,ok,True
1,4,1,CN(CCCO[Cu])CCCCOC(=O)[Au],False,novel,ok,True
1,4,1,C=CCCCN(CCN[Cu])CCOC(=O)[Au],False,In the original data set,ok,True
1,4,1,C=CCN(CCO[Cu])CCOCCNC(=O)[Au],False,novel,ok,True
1,4,1,O=C([Au])OCCOCCSCCO[Cu],False,novel,ok,True
1,4,1,O=C([Au])OCCOCCOCCN[Cu],False,In the original data set,ok,True
1,4,1,C=CC(CO[Cu])NCCCCOC(=O)[Au],True,In the original data set,ok,True
1,4,1,COC(CNC(=O)COCCNC(=O)[Au])CO[Cu],False,novel,ok,True
1,4,1,N#CCCCN(CCOCO[Cu])CCOC(=O)[Au],False,novel,ok,True
1,4,1,O=C([Au])NCCNCCCN[Cu],False,In the original data set,ok,True
1,4,1,CCN(COCCN[Cu])CC(C)(C)OC(=O)[Au],False,novel,ok,True
1,4,1,CCN(CCN[Cu])CC(C)NC(=O)[Au],False,In the original data set,ok,True
1,4,1,COCCN(CCNC(=O)[Au])CCO[Cu],False,In the original data set,ok,True
1,4,1,CN(CCCCCCO[Cu])CCNC(=O)[Au],True,In the original data set,ok,True
1,4,1,CCOCCN(CCNC(=O)[Au])CCO[Cu],True,In the original data set,ok,True
1,4,1,C=CCN(CCCO[Cu])CCOC(=O)[Au],False,In the original data set,ok,True
1,4,1,CC(C)CO(CNCCC(CO[Cu])OC(=O)[Au],False,novel,SMILES Parse Error: extra open parentheses for input: 'CC(C)CO(CNCCC(CO[Cu])OC(=O)[Au]',True
1,4,1,CN(CC(N)=O)CC(CN[Cu])OC(=O)[Au],False,novel,ok,True
1,4,1,C=C(CO[Cu])CNCCCCOC(=O)[Au],False,novel,ok,True
1,4,1,CCN(CCCCCOC(=O)[Au])CCO[Cu],False,In the original data set,ok,True
1,4,1,C=C(CO[Cu])OC(=O)[Au],False,novel,ok,True
1,4,1,C#CCN(CCOCCOC(=O)[Au])CCO[Cu],False,novel,ok,True
1,4,1,CCOCC(CN(C)CCCOC(=O)[Au])N[Cu],True,novel,ok,True
1,4,1,O=C([Au])OCCNCCO[Cu],True,In the original data set,ok,True
1,4,1,O=C([Au])OCCCCNCCCCO[Cu],False,In the original data set,ok,True
1,4,1,CC(C)OCCN(CCN[Cu])CCNC(=O)[Au],False,novel,ok,True
1,4,1,CC(CO[Cu])OCC(C)OC(=O)[Au],False,In the original data set,ok,True
1,4,1,CS(=O)(=S)CCC(COC(=O)[Au])O[Cu],False,novel,ok,True
1,4,1,CCN(CCO[Cu])CCOCCOC(=O)[Au],False,novel,ok,True
1,4,1,NC(=O)CNC(CO[Cu])COC(=O)[Au],False,novel,ok,True
1,4,1,O=C([Au])NCCCNCCO[Cu],False,In the original data set,ok,True
1,4,1,C=CC(CO[Cu])NCCCOC(=O)[Au],False,In the original data set,ok,True
1,4,1,O=C(CCCF)NCC(COC(=O)[Au])O[Cu],False,In the original data set,ok,True
1,4,1,CC(CCOC(=O)[Au])SCCO[Cu],False,In the original data set,ok,True
1,4,1,C=CCN(CCOCCO[Cu])CCOC(=O)[Au],False,novel,ok,True
1,4,1,O=C([Au])OCCOCCOCCOCCO[Cu],False,In the original data set,ok,True
1,4,1,O=C(CCCCN(CCO[Cu])CCOC(=O)[Au],False,novel,SMILES Parse Error: extra open parentheses for input: 'O=C(CCCCN(CCO[Cu])CCOC(=O)[Au]',True
1,4,1,O=C([Au])OCCNCCNCCNCCCO[Cu],False,novel,ok,True
1,4,1,O=C([Au])OCCN(CCF)CCO[Cu],True,In the original data set,ok,True
1,4,1,CN(CC(=O)N(C)C)CCO[Cu])C(COC(=O)[Au],False,novel,"SMILES Parse Error: extra close parentheses while parsing: CN(CC(=O)N(C)C)CCO[Cu])C(COC(=O)[Au]
[17:13:07] SMILES Parse Error: Failed parsing SMILES 'CN(CC(=O)N(C)C)CCO[Cu])C(COC(=O)[Au]' for input: 'CN(CC(=O)N(C)C)CCO[Cu])C(COC(=O)[Au]'",True
1,4,1,CN(CCCN(C)CCOC(=O)[Au])CCO[Cu],False,In the original data set,ok,True
1,4,1,CCOCCCC(CNC(=O)[Au])O[Cu],False,novel,ok,True
1,4,1,C=CCN(CCCCO[Cu])CCOC(=O)[Au],False,novel,ok,True
1,4,1,O=C([Au])OCCOCCCOCCCO[Cu],False,novel,ok,True
1,4,1,CC(CCCSCCOC(=O)[Au])O[Cu],False,In the original data set,ok,True
1,4,1,CNCCN(CCN[Cu])CCNC(=O)[Au],False,In the original data set,ok,True
1,4,1,C=CC(CO[Cu])NCC(COC(=O)[Au])OC,False,novel,ok,True
1,4,1,O=C([Au])OCCCSCCCCO[Cu],False,novel,ok,True
1,4,1,O=C([Au])NCCN(CCF)CCO[Cu],False,In the original data set,ok,True
1,4,1,CC(COC(N)=O)[Au])NCCOCCO[Cu],False,novel,"SMILES Parse Error: extra close parentheses while parsing: CC(COC(N)=O)[Au])NCCOCCO[Cu]
[17:13:07] SMILES Parse Error: Failed parsing SMILES 'CC(COC(N)=O)[Au])NCCOCCO[Cu]' for input: 'CC(COC(N)=O)[Au])NCCOCCO[Cu]'",True
1,4,1,CC(CCCCCO[Cu])OC(=O)[Au],False,novel,ok,True
1,4,1,CS(=O)CCN(CCO[Cu])CCOC(=O)[Au],False,In the original data set,ok,True
1,4,1,CC(COC(C)COC(C)COC(=O)[Au])O[Cu],True,In the original data set,ok,True
1,4,1,CCC(CN(CC)CCO[Cu])COC(=O)[Au],False,novel,ok,True
1,4,1,CCSCCN(CCN[Cu])CC(COC(=O)[Au],False,novel,SMILES Parse Error: extra open parentheses for input: 'CCSCCN(CCN[Cu])CC(COC(=O)[Au]',True
1,4,1,CC(CN[Cu])N(C)CCOCNC(=O)[Au],False,novel,ok,True
1,4,1,O=C([Au])OCCSCCSCCO[Cu],True,In the original data set,ok,True
1,4,1,C=CC(C)(O[Cu])C(=O)NCCOC(=O)[Au],True,In the original data set,ok,True
1,4,1,O=C([Au])OCCCCCO[Cu],False,In the original data set,ok,True
1,4,1,C=CCN(C)CC(CN[Cu])OC(=O)[Au],False,novel,ok,True
1,4,1,C=CC(COC(=O)[Au])NCCOCCO[Cu],False,In the original data set,ok,True
1,4,1,CCC(CNCC=CCO[Cu])OC(=O)[Au],False,In the original data set,ok,True
1,4,1,C=CCN(CCC#N)CC(CO[Cu])OC(=O)[Au],True,In the original data set,ok,True
1,4,1,O=C([Au])OCCSCCSCCCS[Cu],False,novel,ok,True
1,4,1,COCCCCN(CCO[Cu])COC(=O)[Au],False,novel,ok,True
1,4,1,O=C([Au])NCCSCCSCCN[Cu],False,In the original data set,ok,True
1,4,1,CC(CNCCCOCCO[Cu])OC(=O)[Au],False,novel,ok,True
1,4,1,COCC(CNCCCOC(=O)[Au])O[Cu],False,novel,ok,True
1,4,1,O=C([Au])OCCNCCCCOCCCO[Cu],False,novel,ok,True
1,4,1,CC(CNCC(C)(C)OCCO[Cu])OC(=O)[Au],True,novel,ok,True
1,4,1,COCCCN(C)CC(CO[Cu])OC(=O)[Au],False,In the original data set,ok,True
1,4,1,COCCCCN(C)CC(CN(=O)[Au])O[Cu],False,novel,ok,True
1,4,1,N#CCCOCCNC(=O)[Au],False,novel,More than two ends,False
1,4,1,O=C([Au])OCCNCCCCCO[Cu],False,novel,ok,True
1,4,1,CC(CCOC(=O)[Au])NCCOCCCO[Cu],False,novel,ok,True
1,4,1,COCC(CN(C)CCO[Cu])OC(=O)[Au],False,In the original data set,ok,True
1,4,1,CC(C)OCCN(CCO[Cu])CCOC(=O)[Au],False,In the original data set,ok,True
1,4,1,COCCN(CCO[Cu])CC(COC(=O)[Au],False,novel,SMILES Parse Error: extra open parentheses for input: 'COCCN(CCO[Cu])CC(COC(=O)[Au]',True
1,4,1,CC(C)OCCN(CCN[Cu])CCOC(=O)[Au],True,In the original data set,ok,True
1,4,1,CSCCN(CCO[Cu])CCOC(=O)[Au],True,In the original data set,ok,True
1,4,1,CCSCCNC(CN[Cu])CNC(=O)[Au],False,In the original data set,ok,True
1,4,1,COCCCCCN(CCO[Cu])CCOC(=O)[Au],False,novel,ok,True
1,4,1,O=C([Au])OCC(=O)NCCCCCO[Cu],False,novel,ok,True
1,4,1,CCN(CCOCCOC(=O)[Au])CCO[Cu],False,novel,ok,True
1,4,1,CCCC(CN(C)CCCO[Cu])OC(=O)[Au],False,novel,ok,True
1,4,1,O=C(CCO[Cu])NCCCCCOC(=O)[Au],False,In the original data set,ok,True
1,4,1,O=C([Au])OCCCNCCOCCO[Cu])C,False,novel,"SMILES Parse Error: extra close parentheses while parsing: O=C([Au])OCCCNCCOCCO[Cu])C
[17:13:07] SMILES Parse Error: Failed parsing SMILES 'O=C([Au])OCCCNCCOCCO[Cu])C' for input: 'O=C([Au])OCCCNCCOCCO[Cu])C'",True
1,4,1,CCOC(COC)C(COC(=O)[Au])O[Cu],False,novel,ok,True
1,4,1,C=C(C)C(=O)NCC(COC(=O)[Au])O[Cu],False,In the original data set,ok,True
1,4,1,CC(CO[Cu])N(C)CCOCCCOC(=O)[Au],False,novel,ok,True
1,4,1,CCON(C)CC(=O)CC(CNC(=O)[Au])O[Cu],False,novel,ok,True
1,4,1,CN(CCOCCN[Cu])CC(C)OC(=O)[Au],False,novel,ok,True
1,4,1,CC(CCO[Cu])NCCCCCOC(=O)[Au],True,In the original data set,ok,True
1,4,1,CCC(CN[Cu])N(CCCF)CCNC(=O)[Au],False,novel,ok,True
1,4,1,CNC(=O)CNC(CO[Cu])OC(=O)[Au],False,novel,ok,True
1,4,1,CSC[Cu],False,novel,More than two ends,False
1,4,1,C=CC(CO[Cu])NCCCCOC(=O)[Au],True,In the original data set,ok,True
1,4,1,COCCCCN(CCNC(=O)[Au])CCO[Cu],False,In the original data set,ok,True
1,4,1,CC(CO[Cu])CN(C)CCOC(=O)[Au],False,novel,ok,True
1,4,1,COCCCC(=O)NCC(CNC(=O)[Au])O[Cu],False,novel,ok,True
1,4,1,COC(CN(C)CCCO[Cu])OC(=O)[Au],True,novel,ok,True
1,4,1,COCCN(CCCO[Cu])CCOC(=O)[Au],False,novel,ok,True
1,4,1,O=C([Au])OCCCCCOCCCCCCO[Cu],False,novel,ok,True
1,4,1,CC(CNCCOCCCO[Cu])OC(=O)[Au],False,In the original data set,ok,True
1,4,1,CCC(CNCCOCCCO[Cu])OC(=O)[Au],False,In the original data set,ok,True
1,4,1,C#CCN(CCCOCCOC(=O)[Au])CCO[Cu],False,novel,ok,True
